	Description	MG1999112202AA.CEL	MG1999112204AA.CEL	MG1999112206AA.CEL	MG2000011801AA.CEL	MG2000011803AA.CEL	MG2000011807AA.CEL	MG2000030308AA.CEL	MG2000031503AA.CEL	MG2000032015AA.CEL	MG2000033106AA.CEL	MG2000033107AA.CEL	MG2000033109AA.CEL	MG2000040501AA.CEL	MG2000040502AA.CEL	MG2000040504AA.CEL	MG2000040505AA.CEL	MG2000040508AA.CEL	MG2000040509AA.CEL	MG2000040510AA.CEL	MG2000040511AA.CEL	MG2000040512AA.CEL	MG2000040513AA.CEL	MG2000051201AA.CEL	MG2000051202AA.CEL	MG2000051204AA.CEL	MG2000051205AA.CEL	MG2000051207AA.CEL	MG2000051208AA.CEL	MG2000051209AA.CEL	MG2000051211AA.CEL	MG2000051213AA.CEL	MG2000061902AA.CEL	MG2000061903AA.CEL	MG2000061904AA.CEL	MG2000061905AA.CEL	MG2000061906AA.CEL	MG2000070709AA.CEL	MG2000070710AA.CEL	MG2000070711AA.CEL	MG2000070712AA.CEL	MG2000070713AA.CEL	MG2000071102AA.CEL
X95073_at	Translin associated protein X	9.23E+03	6.61E+03	1.60E+03	1.65E+04	6.96E+03	7.36E+01	3.09E+00	9.20E+02	3.56E+04	2.02E+02	4.30E+06	5.84E+02	1.25E+00	2.99E+03	1.23E+05	2.97E+02	2.88E+06	3.81E-01	1.19E+02	6.97E+00	1.74E+04	1.52E+05	7.80E+00	1.10E+04	1.10E+07	1.42E+02	1.33E+03	3.19E+04	1.07E+05	9.32E+03	1.22E+03	1.05E+05	7.79E+02	1.27E+04	5.79E-02	1.09E+05	1.11E+02	3.36E+01	3.19E+04	1.83E+02	2.54E+04	1.72E+05
X95095_at	PDGFRalpha protein	3.07E+05	3.60E+04	1.86E+06	2.48E+05	1.17E+05	1.58E+05	8.70E+04	2.67E+06	4.86E+04	1.12E+05	2.74E+06	6.85E+04	2.92E+05	4.70E+04	1.22E+04	2.07E+04	1.82E+06	5.80E+04	8.24E+07	6.19E+04	3.55E+04	3.43E+06	2.29E+05	1.98E+05	1.78E+04	1.93E+07	3.80E+04	3.34E+04	1.28E+05	1.73E+05	7.22E+04	1.38E+06	8.05E+04	1.30E+06	1.84E+04	1.27E+06	4.06E+06	8.99E+05	2.73E+05	4.23E+04	1.90E+06	5.15E+04
X95097_rna1_s_at	VIP2 receptor	7.44E+04	2.75E+04	3.38E+03	3.36E+04	1.16E+04	5.34E+06	5.38E+04	1.38E+03	3.27E+04	1.24E+04	1.99E+04	1.88E+04	7.16E+03	2.26E+04	5.52E+03	6.17E+03	3.93E+03	9.65E+04	2.24E+03	7.79E+04	1.99E+04	1.35E+05	9.33E+07	6.85E+04	1.45E+05	6.09E+03	3.02E+03	3.29E+04	6.04E+05	9.57E+02	3.06E+03	6.66E+04	1.20E+02	4.57E+03	8.31E+02	5.15E+03	1.11E+04	4.27E+04	1.77E+05	1.52E+05	3.25E+05	2.98E+04
X95152_rna1_at	Brca2 gene exon 2 (and joined coding region)	8.45E+04	1.38E+03	3.70E+04	8.43E+03	1.30E+04	8.43E+03	4.12E+04	1.02E+05	3.36E+03	4.49E+03	4.62E+03	6.23E+04	5.66E+03	8.86E+06	6.83E+03	3.36E+04	1.50E+06	3.74E+04	2.84E+04	6.64E+05	2.55E+03	1.57E+05	7.68E+04	1.45E+05	1.05E+03	2.93E+06	2.77E+04	8.44E+05	1.42E+04	7.26E+05	9.23E+03	7.82E+04	4.39E+04	1.82E+04	2.29E+03	1.46E+05	1.40E+04	1.02E+04	4.10E+04	1.54E+04	1.54E+04	5.38E+05
X95190_at	Branched chain Acyl-CoA Oxidase	1.39E+03	2.11E+01	1.66E+04	1.12E+03	3.05E+03	2.28E+03	3.46E+01	5.64E+03	1.75E+03	1.10E+04	5.48E+04	2.05E+00	1.19E+00	3.14E+03	4.32E+05	3.40E+03	6.37E+02	2.57E+03	1.27E+04	1.47E+05	6.96E+03	2.12E+04	1.47E+03	8.18E+01	1.78E+01	4.09E+06	3.79E+02	3.48E+03	1.18E+04	5.51E+03	1.17E+03	2.85E+03	3.19E+03	5.00E+04	5.00E+03	1.51E+04	5.00E+02	1.68E+02	4.12E+03	1.27E+04	2.59E+03	2.88E+03
X95191_at	Delta-sarcoglycan	2.93E+03	4.07E+03	1.71E+05	5.02E+05	8.49E+02	3.33E+04	1.36E+05	2.12E+04	3.01E+04	3.88E+06	4.48E+05	6.05E+05	1.07E+06	9.69E+03	2.87E+06	2.19E+04	8.68E+04	3.52E+08	2.93E+04	3.99E+05	5.74E+04	1.40E+04	1.81E+05	2.24E+04	9.10E+05	1.69E+04	1.09E+04	4.07E+07	1.64E+05	1.51E+05	1.26E+04	1.12E+05	2.65E+03	8.76E+05	9.34E+03	1.87E+05	2.83E+04	1.45E+04	5.40E+05	1.22E+04	1.03E+04	4.03E+05
X95237_at	Cysteine-rich secretory protein-1 delta	6.39E+04	1.74E+05	5.04E+03	5.48E+03	2.12E+03	6.15E+03	1.28E+05	9.46E+04	1.85E+04	2.49E+06	5.48E+04	1.60E+04	4.59E+04	1.18E+04	2.32E+04	1.09E+05	1.34E+05	1.54E+05	1.22E+05	2.15E+04	1.14E+05	1.92E+04	1.01E+04	4.97E+04	7.12E+04	2.33E+05	8.42E+03	3.41E+05	5.33E+04	8.27E+03	2.49E+04	6.74E+04	5.12E+04	3.28E+05	1.22E+05	1.44E+05	7.21E+03	3.83E+04	2.91E+04	2.63E+05	7.16E+06	1.41E+05
X95239_at	TPX1 Testis specific protein 1 (probe H4-1 p3-1)	2.43E+03	3.92E-01	4.32E+03	1.01E+02	2.91E+02	1.42E+01	2.34E+03	2.36E-02	6.60E+02	4.17E+06	4.10E+04	2.11E+04	2.60E-02	2.75E+03	1.29E+04	4.11E-02	4.73E+02	1.21E-01	3.93E+04	1.66E+04	2.90E+00	1.84E+03	4.46E+06	6.39E+02	5.25E+04	1.89E+03	2.38E-01	4.64E-02	1.46E+02	4.89E+04	1.21E+04	3.42E-02	4.26E-03	1.51E-02	5.09E-03	3.78E-03	1.06E-01	9.58E-03	5.70E-03	3.42E-02	2.39E+03	6.74E-02
X95240_s_at	Cysteine-rich secretory protein-3	2.41E+04	9.48E+03	2.34E+03	7.90E+04	1.05E+04	1.93E+04	5.21E+04	3.28E+01	3.82E+03	1.38E+04	4.17E+03	8.53E+06	5.61E-02	6.16E+06	9.51E+02	6.69E+04	7.82E+04	2.29E+04	2.76E+05	3.20E+04	4.97E+06	4.43E+04	3.52E+04	1.17E-01	2.71E+00	1.59E+04	2.71E+04	2.24E+04	3.90E+03	1.29E+05	1.77E+03	6.05E-02	4.10E-02	6.43E-02	8.24E+00	2.58E+02	9.29E+04	5.37E-02	2.13E+02	5.57E-01	1.94E+04	3.27E+06
X95289_at	HCGIX protein	2.19E-02	7.77E-03	1.69E-02	3.70E-02	1.90E-02	5.94E-03	7.22E-03	1.21E-02	3.78E-02	8.47E-03	1.00E-02	2.89E-02	3.55E-03	5.24E-03	1.32E-02	4.64E-03	2.58E-02	2.88E-03	7.30E-03	8.06E-03	1.71E-02	5.53E-03	6.80E-03	1.07E-02	1.30E-02	1.50E-02	5.15E-03	7.47E-03	4.96E-03	1.05E-02	1.51E-02	2.25E-03	2.81E-03	2.89E-03	2.01E-03	2.03E-03	1.13E-02	3.63E-03	8.80E-03	4.38E-03	3.52E-02	1.49E-02
X95325_s_at	DNA-BINDING PROTEIN A	1.86E+05	4.23E+04	1.88E+07	2.12E+05	2.43E+05	2.86E+05	8.44E+05	9.20E+02	2.94E+03	1.92E+03	1.25E+06	9.44E+04	5.03E+04	5.69E+04	8.45E+03	1.69E+03	1.16E+05	1.52E+03	1.46E+05	1.69E+05	7.15E+04	4.31E+04	4.91E+03	3.77E+04	1.19E+05	8.24E+04	2.72E+04	2.72E+04	1.11E+05	7.45E+03	4.20E+04	1.02E+05	3.16E+02	1.59E+04	3.09E+03	2.53E+03	2.27E+04	1.01E+04	2.57E+04	4.39E+05	1.61E+04	5.68E+04
X95384_at	Unknown 14kDa protein	2.91E+03	4.79E+03	2.90E+03	2.28E+04	8.42E+05	6.69E+02	3.62E+04	2.77E+03	2.38E+03	6.53E+04	7.90E+05	5.85E+03	2.65E+02	3.55E+03	1.18E+04	3.32E+06	6.33E+04	5.08E+03	3.29E+07	2.14E+01	3.99E+03	7.38E+03	1.87E+04	4.72E+03	2.30E+05	1.76E+03	2.50E+04	3.56E+04	6.75E+03	3.03E+03	2.44E+04	2.12E+03	2.88E-02	2.23E+04	3.71E+04	2.42E+04	3.39E+03	3.38E-01	1.84E+03	1.25E+02	5.30E+04	2.62E+04
X95404_at	CFL1 Cofilin 1 (non-muscle)	2.68E+11	4.03E+04	8.03E+03	5.66E+05	3.18E+04	3.51E+04	7.64E+03	9.76E+03	1.61E+04	2.32E+08	1.04E+05	2.16E+04	3.60E+04	3.66E+05	4.60E+05	2.85E+05	4.63E+04	3.84E+03	1.89E+03	7.27E+04	1.04E+05	3.98E+04	1.37E+04	1.51E+04	8.67E+04	9.67E+05	1.49E+04	2.56E+05	1.09E+05	3.07E+04	1.67E+06	3.16E+04	1.13E+05	6.27E+03	2.66E+04	9.54E+04	7.87E+03	1.61E+05	3.98E+06	9.53E+04	1.14E+05	1.35E+05
X95406_at	Cyclin E gene	4.91E+02	2.53E+03	1.04E+04	3.32E+05	2.33E+03	9.28E+02	1.26E+01	4.73E-02	4.64E+03	1.06E+03	7.47E+02	5.08E+05	9.04E-02	1.71E+03	1.28E-01	2.46E-01	2.91E+04	3.13E+02	7.53E+00	5.19E-02	2.00E+02	2.08E+02	1.90E+02	1.23E+03	1.06E+04	1.94E+03	1.73E+04	2.35E+04	1.59E+04	9.80E+01	1.89E+03	1.96E+02	1.08E-02	2.19E+01	3.72E-01	3.64E-02	4.53E+03	5.95E-02	1.13E+03	2.38E+02	1.41E+05	4.15E+04
X95425_s_at	EHK-1 receptor tyrosine kinase	1.02E-01	1.29E-02	1.48E-01	4.23E+02	1.41E-01	2.85E-02	2.05E-02	3.23E-02	9.58E+01	2.03E-02	2.61E-02	1.61E-01	4.07E-03	2.11E-02	2.27E-02	8.02E-03	4.95E-02	4.91E-03	4.87E-03	2.91E-02	1.99E-02	7.03E-03	1.73E-02	7.05E-02	1.90E-01	2.48E+00	1.44E-02	1.94E-02	3.23E-02	3.28E-02	2.23E-01	2.78E-03	1.43E-03	3.42E-03	2.41E-03	1.81E-03	3.73E-02	3.24E-03	1.66E-02	6.33E-03	5.20E+00	6.64E-02
X95463_s_at	FMR2 Fragile X mental retardation 2	2.83E+02	2.12E-01	4.48E+01	3.62E+04	2.94E+02	1.51E+05	1.61E-01	1.02E+00	1.16E+04	8.18E-02	1.02E+03	6.33E+03	5.21E-02	3.70E+05	2.24E+02	1.40E-01	1.77E+04	7.59E-02	9.21E-02	1.46E-01	3.72E+01	1.02E-01	1.06E+05	5.39E+02	7.38E+03	1.04E+02	9.67E-02	4.12E+00	6.51E+02	5.52E+02	1.06E+03	6.62E-02	1.15E-02	7.47E-02	1.61E-02	1.98E-02	1.38E-01	1.70E-02	5.45E-02	3.84E-02	1.20E+02	2.89E+03
X95525_at	"TBP-associated factor (hTAFII100) mRNA, partial cds"	3.47E+08	8.16E+02	1.19E+04	1.89E+04	7.68E+03	1.42E+04	1.94E+00	8.43E-02	6.86E+00	6.23E+01	1.13E+05	4.36E+04	2.09E+04	4.09E+01	3.48E-02	4.01E-02	9.74E+03	2.16E-02	1.32E-01	1.60E-02	1.13E-01	7.76E-03	4.48E-02	2.45E+04	2.22E+02	4.61E+01	3.53E-02	1.80E+02	3.58E+03	5.41E-02	2.51E+02	5.26E-03	1.48E-03	5.55E-03	2.97E-03	3.94E-03	1.61E+02	1.12E-02	3.80E-02	2.77E-02	3.99E+05	1.10E+00
X95586_at	"PSMB5 Proteasome (prosome, macropain) subunit, beta type, 5"	3.62E+03	1.97E-01	8.20E+00	8.46E+01	9.32E+03	7.71E-02	2.26E-02	7.44E-02	3.71E+03	1.42E-01	1.46E-01	1.19E+03	2.28E-02	6.45E-02	4.74E-02	2.68E-02	5.52E+02	1.57E-02	2.10E-02	4.50E-02	6.61E-02	2.96E-02	6.20E-02	2.00E+01	4.96E+04	1.28E+02	7.05E-02	9.20E-02	4.74E-02	1.48E-01	1.18E+01	1.09E-02	1.20E-02	2.74E-02	1.15E-02	1.76E-02	2.10E-01	2.27E-02	3.75E-02	4.11E-02	1.30E+04	2.92E+00
X95592_at	C1D protein	1.79E+04	1.61E+04	5.33E+05	1.30E+04	4.76E+02	4.94E+04	4.09E+03	2.13E+05	1.29E+04	4.96E+04	3.94E+03	1.01E+04	7.23E+03	1.65E+04	5.47E+07	2.14E+04	3.09E+04	2.75E+03	4.59E+03	7.37E+03	2.15E+03	1.42E+04	2.56E+03	3.96E+03	7.21E+05	1.60E+04	6.25E+03	1.43E+04	1.94E+04	2.99E+05	3.13E+04	6.16E+04	1.59E+04	3.07E+04	1.48E+04	2.65E+04	1.49E+04	1.51E+04	9.69E+03	9.71E+04	6.51E+05	5.89E+03
X95632_s_at	Arg protein tyrosine kinase-binding protein	3.26E+05	1.88E+02	7.02E+02	2.27E+02	1.09E+04	5.38E-02	3.46E-02	2.44E-02	1.10E+00	2.35E-02	5.08E+04	7.01E+04	3.73E-01	2.49E+01	1.37E-02	1.32E-02	2.99E-01	1.43E-02	3.09E-02	6.55E-03	4.70E-02	4.24E-03	1.89E-02	7.47E-02	4.64E-02	3.41E-02	1.64E-02	2.32E+01	9.38E-02	2.44E-02	1.58E+03	6.29E-03	3.50E-03	1.73E-02	5.52E-03	5.71E-03	4.56E+04	1.73E-02	2.58E-02	1.06E+04	1.05E+04	2.72E-02
X95648_at	EIF2B Eukaryotic translation initiation factor 2B (eIF-2B) alpha subunit	5.23E+04	2.31E+04	1.32E+04	1.95E+05	3.20E+04	2.49E+04	3.16E+03	2.37E+06	9.90E+04	1.61E+04	1.53E+07	1.07E+05	9.11E+03	9.83E+03	2.68E+04	2.17E+05	3.51E+03	6.23E+03	1.62E+05	1.01E+06	1.39E+04	1.04E+05	7.62E+07	2.70E+04	8.15E+03	3.72E+05	1.44E+05	2.57E+07	1.49E+04	4.68E+05	3.40E+04	1.97E+04	6.05E+03	2.48E+04	9.54E+03	2.37E+04	3.36E+04	2.37E+04	7.81E+03	1.99E+04	2.45E+04	4.17E+04
X95654_at	SCP1 protein	4.09E+06	3.37E-01	4.56E+02	2.01E+04	1.55E+04	8.17E-02	2.15E+05	2.14E+03	2.45E+03	3.20E+03	2.59E+02	1.07E+04	3.74E-01	9.81E-02	5.80E+01	2.52E+00	8.66E+02	9.15E-02	3.08E-01	1.99E+02	3.07E+02	1.47E-01	1.17E+02	1.36E+02	2.47E+02	1.67E+02	4.76E-02	2.31E-02	1.10E-01	3.15E+01	2.80E+05	1.59E-02	2.06E-02	2.56E-02	2.36E-02	2.60E-02	1.76E+01	2.76E+00	7.95E-02	4.61E-02	2.07E+04	3.78E+03
X95677_at	ArgBPIB protein	1.15E+03	2.79E+00	1.22E+03	3.63E+02	1.98E+02	3.70E-01	6.40E+00	1.24E-01	5.26E+03	1.67E-01	1.19E-01	1.02E+03	4.67E-02	4.85E-01	1.17E-01	1.02E-01	1.70E+01	3.14E-02	3.75E-01	5.03E-02	4.81E+01	4.66E-02	2.20E-01	1.78E+05	6.27E+00	8.12E+01	1.68E+02	1.05E+00	1.38E-01	8.42E+01	1.77E+02	2.11E-02	6.90E-03	5.36E-02	2.30E-02	9.67E-03	6.99E+02	3.04E-02	4.83E-02	2.89E-02	9.33E+01	2.90E+00
X95715_at	Anthracycline resistance associated protein	1.78E+04	7.78E+07	1.23E+05	3.31E+05	5.99E+07	1.30E+04	8.73E+04	2.21E+05	3.19E+04	1.31E+05	8.44E+04	2.43E+04	1.21E+04	1.08E+05	6.57E+05	3.49E+04	7.44E+04	4.86E+04	8.58E+06	3.68E+05	4.37E+07	2.19E+04	3.38E+04	1.42E+04	8.68E+05	8.18E+04	1.35E+06	3.55E+04	4.38E+03	4.32E+04	2.05E+04	8.30E+04	1.30E+05	4.97E+05	5.05E+04	3.63E+04	1.60E+04	5.30E+05	1.17E+05	1.15E+04	2.38E+05	4.30E+06
X95735_at	Zyxin	8.09E+04	2.72E+04	4.87E+02	6.87E+03	3.02E+03	4.66E+04	1.82E+04	3.80E+01	2.59E+03	2.86E+02	2.92E+02	3.04E+03	1.24E+04	1.73E+03	4.91E+04	3.31E+00	1.10E+04	4.07E+01	1.79E+02	7.80E+04	8.26E+03	1.78E+02	1.70E+02	3.22E+02	3.58E+04	3.08E+03	9.80E+04	3.15E+05	7.42E+02	5.41E+04	4.04E+02	4.02E+03	1.26E+03	6.09E+03	2.58E+03	7.73E+01	3.32E+04	3.44E+03	4.08E+03	9.22E+02	1.42E-01	3.15E+03
X95808_s_at	"Protein encoded by a candidate gene, DXS6673E, for mental retardation"	1.49E+04	5.00E-03	1.19E+03	1.78E+02	5.25E+08	1.22E-02	1.12E+03	5.85E+04	6.36E+04	4.46E-01	4.31E+02	1.62E+05	4.39E+03	2.94E+04	1.13E+00	1.86E+01	2.58E+06	3.02E+04	4.06E+03	2.22E-01	3.14E+01	1.43E+03	2.56E-02	1.99E+02	1.85E+03	1.88E-02	2.97E-02	3.24E-02	2.64E+00	4.12E-02	3.05E+05	5.14E-02	5.09E-02	3.10E-03	8.32E-03	2.28E-02	3.95E+00	4.68E-02	4.19E-02	5.30E-02	5.46E+02	1.20E-01
X95826_at	ART4 gene	5.44E+04	2.35E+03	2.85E+03	2.08E+05	3.04E+03	6.60E+04	4.51E+02	1.70E+01	3.69E+03	4.53E+04	5.70E+03	1.30E+03	2.96E+02	1.85E+05	2.54E+04	5.82E+04	1.97E+03	2.80E+04	1.25E+04	2.04E+04	1.17E+05	4.72E+03	3.13E+01	1.12E+02	1.58E+03	9.07E+03	3.36E+02	7.31E+06	1.68E-01	6.24E+03	9.03E+02	2.74E+03	2.78E+03	6.62E+04	1.10E+04	1.87E+02	1.54E+05	4.40E+05	1.11E+04	7.47E+04	2.97E+04	1.09E+04
X95876_at	G-protein coupled receptor	1.15E+04	3.15E-02	4.18E-01	1.11E+01	1.94E+02	7.32E-02	1.08E-01	1.87E-02	1.98E+03	3.07E-02	3.63E-02	2.98E+02	2.04E-02	3.57E-02	3.19E-02	3.61E-02	5.66E-01	1.26E-02	2.54E-02	2.62E-02	3.40E-01	3.21E-02	5.32E-02	8.39E-03	7.60E-02	1.62E-01	2.98E-02	5.34E-02	1.66E-02	4.55E-02	1.78E-02	1.36E-02	2.19E-02	2.39E-02	3.67E-02	1.31E-02	7.41E-02	3.13E-02	9.01E-02	3.89E-02	2.86E+03	5.37E-02
X96381_rna1_at	"Erm gene, exon 2,3,4,5 (and joined CDS)"	5.93E+03	3.27E+00	8.40E+02	5.02E+02	1.97E+02	2.40E-01	1.81E+03	1.20E+02	1.06E+05	8.13E-02	9.20E-01	2.98E+04	1.21E-01	3.27E-01	1.00E+01	4.94E-02	1.43E+01	6.25E-02	5.39E-01	9.69E+03	1.68E+04	1.57E-01	5.31E+01	1.22E+00	1.28E+00	4.30E+01	1.39E-01	2.05E-01	2.79E+01	2.67E+03	1.36E+01	2.31E-02	1.76E-02	3.44E-02	2.22E-02	1.01E-02	7.59E+01	4.01E-02	1.24E-01	7.12E-02	1.40E+03	2.20E+04
X96401_at	ROX protein	2.53E+04	2.03E+04	1.15E+07	6.64E+04	3.52E+04	1.31E+05	1.26E+04	1.13E+05	3.62E+05	1.21E+06	1.73E+05	1.91E+05	1.13E+05	1.09E+05	1.57E+06	2.85E+06	3.24E+06	6.40E+04	7.69E+04	2.42E+04	1.62E+04	1.58E+05	1.54E+05	1.07E+05	3.49E+05	7.75E+06	1.42E+05	1.43E+04	1.47E+05	1.48E+05	3.41E+04	2.24E+04	2.65E+04	1.11E+05	6.91E-03	3.97E+03	1.67E+07	6.54E-02	1.70E+03	3.19E+04	5.02E+04	6.52E+04
X96484_at	DGCR6 protein	1.35E+03	1.38E-01	3.01E+02	5.00E+00	1.40E+01	3.40E-02	2.50E-02	4.98E-03	4.87E+01	1.75E-02	1.62E-02	5.85E+01	1.39E-02	1.43E-01	2.19E-02	5.18E-02	1.23E-01	8.73E-03	5.44E-02	1.71E-02	4.22E-02	1.52E-02	4.20E-02	4.03E+01	6.92E-02	4.93E-01	3.14E-02	2.13E-02	2.99E-02	9.93E-02	4.38E-01	9.36E-03	3.01E-03	7.20E-03	6.29E-03	5.85E-03	3.99E-02	7.51E-03	2.57E-02	1.83E-02	9.97E+01	2.08E-02
X96506_s_at	NC2 alpha subunit	2.37E+04	6.35E+02	3.68E+05	6.92E+06	2.00E+04	9.52E+01	1.79E+04	1.35E+01	9.13E+01	1.14E+03	6.66E+05	1.68E+04	3.88E+00	9.62E+04	6.51E+03	5.66E+00	5.34E+03	1.54E-01	8.02E+01	3.37E+04	3.17E+02	1.23E+02	4.04E+01	2.41E+02	4.78E+04	1.81E+03	1.15E+02	7.10E+01	2.17E+03	1.79E+03	1.27E+04	5.26E-02	3.68E-02	1.12E-01	5.08E-02	5.11E-02	5.75E+03	9.60E-02	2.77E+02	3.80E+01	1.18E+04	3.68E+05
X96584_at	NOV Nephroblastoma overexpressed gene	2.76E+05	4.23E+04	9.00E+04	2.47E+06	4.08E+05	7.55E+04	5.29E+04	4.82E+05	8.23E+05	1.67E+05	6.22E+05	4.69E+03	6.21E+04	1.41E+05	5.05E+04	1.25E+05	8.07E+03	3.47E+05	1.13E+04	4.36E+04	5.50E+05	1.36E+05	1.03E+05	2.26E+06	1.24E+04	4.43E+04	1.19E+05	2.80E+05	4.62E+04	3.87E+05	1.05E+04	9.86E+06	4.57E+02	3.29E+04	3.14E+04	2.03E-02	1.54E+04	3.23E+04	1.46E+04	9.67E+03	1.17E+06	4.22E+06
X96586_at	FAN protein	3.88E+02	7.20E+03	5.27E+02	3.63E+03	3.38E+04	3.50E+00	9.79E+01	8.98E-02	1.31E+02	1.04E+00	2.27E+00	1.37E+03	2.73E-02	5.95E+01	1.98E-01	8.08E-02	4.73E-01	1.30E-02	7.34E-02	4.43E-02	6.90E-02	6.30E-02	7.25E-02	4.91E+02	7.15E-01	4.55E+01	5.76E-02	9.07E-01	3.22E-02	1.47E-01	3.66E+01	1.24E-02	2.28E-02	2.42E-02	3.06E-02	1.20E-02	6.25E+04	4.41E-02	9.50E-02	1.61E-01	2.29E+04	1.11E+01
X96698_at	D1075-like gene	4.57E+05	5.86E+04	8.63E+03	3.23E+04	6.99E+04	4.56E+03	1.00E+05	3.90E+04	3.55E+06	1.28E+04	1.49E+04	1.52E+04	8.86E+05	7.75E+06	5.86E+04	8.34E+03	1.67E+05	8.39E+04	1.73E+03	2.12E+04	8.10E+03	3.68E+03	7.30E+04	2.76E+04	1.63E+05	3.05E+06	3.52E+05	2.19E+05	9.69E+04	2.89E+04	2.05E+04	2.43E+04	3.09E+04	2.98E+05	1.40E+03	6.19E+03	3.23E+04	4.40E+04	4.90E+04	7.85E+04	3.74E+04	2.74E+06
X96719_at	AICL (activation-induced C-type lectin)	8.06E+04	6.10E+03	7.23E+04	4.08E+04	5.98E+04	2.66E+06	9.68E+05	3.91E+03	4.37E+05	2.31E+05	4.10E+02	2.38E+06	1.02E+04	3.25E+05	3.00E+05	2.57E+04	1.11E+03	1.03E+05	4.64E+04	3.11E+04	1.35E+04	2.28E+04	8.09E+04	5.90E+05	5.07E+04	2.27E+05	1.71E+05	1.03E+06	9.94E+04	1.43E+04	2.11E+04	3.41E+04	1.20E+04	3.61E+05	1.28E+04	6.61E+04	7.22E+05	8.82E+04	5.48E+04	8.46E+04	1.17E+07	2.23E+07
X96752_at	L-3-hydroxyacyl-CoA dehydrogenase	3.62E+05	3.15E+04	1.42E+03	8.79E+04	2.06E+04	3.73E+04	1.82E+07	1.25E+03	3.08E+00	4.16E+04	3.70E+03	2.98E+04	1.62E+05	1.03E+05	1.97E+04	8.06E+03	5.61E+04	2.12E+03	2.29E+05	1.23E+04	2.96E+04	8.66E+03	1.38E+04	6.59E+04	3.47E+02	2.05E+03	1.67E+02	1.42E+04	4.68E+03	2.42E+03	1.23E+04	2.84E+04	2.55E+05	1.34E+05	6.02E+05	2.94E-02	1.48E+05	1.27E+05	2.84E+03	5.95E+05	8.85E+05	7.13E+04
X96753_at	Melanoma-associated chondroitin sulfate proteoglycan (MCSP)	4.65E+06	5.36E+06	1.02E+04	4.21E+03	2.14E+03	2.17E+02	3.15E+04	8.02E+00	3.49E+04	7.15E+01	3.94E+02	2.08E+05	5.27E+03	2.32E+03	4.48E+02	2.95E+03	3.39E+03	4.00E+00	1.73E+05	3.70E+07	9.57E+04	6.58E+01	4.82E+00	3.18E+01	9.55E+02	1.05E+01	3.14E+02	7.62E+01	2.17E+01	1.52E+04	2.94E+02	1.27E+02	3.27E+00	5.10E+02	1.38E+02	1.13E-01	1.28E+03	2.66E+02	1.93E+05	7.29E+06	5.90E+04	1.07E+06
X96754_at	GLUL Glutamate-ammonia ligase (glutamine synthase)	1.16E+03	5.42E-02	3.11E+02	6.99E+01	4.39E+02	3.27E-02	1.64E+00	2.68E-02	4.44E+05	5.81E-02	4.93E-02	1.93E+03	4.52E-02	1.71E+00	7.52E-02	2.76E-01	2.29E+00	5.86E-02	1.09E-01	1.05E-01	1.36E+03	2.99E-02	8.96E-02	4.65E-02	1.04E-01	1.09E-01	4.35E-02	4.23E-02	5.83E-01	6.22E-02	4.54E-02	1.25E-02	1.10E-02	5.20E-02	1.91E-02	1.30E-02	8.78E-02	2.09E-02	1.61E-01	2.61E-02	1.11E+02	7.67E-02
X96783_rna1_at	Syt V gene (genomic and cDNA sequence)	1.07E+03	1.81E+02	4.94E+00	1.54E+01	9.68E+00	6.21E-02	3.43E+00	9.77E-02	6.06E+03	7.10E-02	2.47E-02	4.47E-01	8.35E-01	1.41E+02	5.19E+01	5.77E+02	3.66E-01	1.03E-01	5.78E-01	3.46E-01	2.50E+00	4.71E-02	8.80E-02	9.49E-02	1.43E+00	1.55E+00	7.80E-02	6.42E-01	3.86E-01	1.79E-01	2.16E-01	1.11E-01	5.49E-02	3.16E+00	3.59E-02	1.33E-01	1.37E+02	6.28E-01	2.93E+00	1.42E+00	1.53E+03	1.08E+04
X96849_at	5' mRNA of PECAM-1 molecule	7.57E+04	1.75E+05	2.11E+06	3.29E+03	1.18E+04	1.35E+04	6.98E+05	1.42E+03	8.24E+03	6.07E+04	6.35E+05	4.43E+03	5.83E+03	1.55E+04	1.18E+04	3.97E+05	1.16E+04	3.42E+06	1.38E+05	7.51E+03	1.76E+05	4.61E+04	2.74E+06	2.55E+05	2.00E+05	6.04E+09	3.42E+04	4.91E+03	1.46E+04	1.37E+04	1.55E+04	4.31E+05	3.43E+04	1.42E+05	3.94E+03	1.94E+04	4.57E+05	9.49E+03	1.95E+05	2.08E+05	1.86E+04	5.28E+03
X96924_rna1_at	Gene encoding mitochondrial citrate transport protein	7.84E+06	5.83E+02	2.25E+05	1.20E+04	4.06E+03	3.39E+03	2.42E+02	6.89E+00	6.88E+03	3.02E+03	1.75E+04	3.77E+05	6.92E-02	6.42E+02	5.01E+04	3.40E-01	4.78E+03	1.11E-01	7.55E+01	2.60E-01	9.26E+02	5.54E+01	7.06E+03	1.41E+07	1.96E+04	1.78E+04	2.47E+05	5.51E-02	7.47E+03	1.73E+05	3.64E+04	1.65E-02	6.61E-03	5.39E+00	1.43E-02	4.93E-03	2.13E+05	2.71E-02	1.14E+01	2.44E+02	4.53E+05	4.68E+04
