Description	Accession	Brain_MD_12		Brain_MD_61		Brain_MD_15		Brain_MD_57		Brain_MD_33		Brain_MD_64		Brain_MD_17		Brain_MD_62		Brain_MD_63		Brain_MD_32		Brain_MGlio_1		Brain_MGlio_2		Brain_MGlio_3		Brain_MGlio_4		Brain_MGlio_5		Brain_MGlio_6		Brain_MGlio_7		Brain_MGlio_8		Brain_MGlio_9		Brain_MGlio_10		Brain_Rhab_1		Brain_Rhab_2		Brain_Rhab_3		Brain_Rhab_4		Brain_Rhab_5		Brain_Rhab_6		Brain_Rhab_7		Brain_Rhab_8		Brain_Rhab_9		Brain_Rhab_10		Brain_Ncer_1		Brain_Ncer_2		Brain_Ncer_3		Brain_Ncer_4		Brain_PNET_1		Brain_PNET_2		Brain_PNET_3		Brain_PNET_4		Brain_PNET_5		Brain_PNET_6		Brain_PNET_7		Brain_PNET_8	
MAGE-4a antigen (MAGE4a) gene	U10687_s_at	65	A	203	A	134	A	80	A	155	A	308	A	30	A	251	A	119	A	240	A	245	A	229	A	327	A	312	A	215	A	-276	A	319	A	-80	A	412	A	192	A	-50	A	269	A	569	A	249	A	83	A	-160	A	155	A	23	A	117	A	165	A	139	A	514	A	253	A	430	A	156	A	68	A	221	A	332	A	277	A	426	A	1785	A	329	A
Cell Division Cycle Protein 2-Related Protein Kinase (Pisslre)	HG3914-HT4184_s_at	389	A	-611	A	-267	A	552	A	-584	A	156	M	-695	A	-258	A	188	A	-825	A	227	A	-21	A	-115	A	-679	A	86	A	-549	A	-31	A	-690	A	-2175	A	413	A	1	A	-70	A	253	A	-738	A	-168	A	-112	A	-395	A	-109	A	41	A	526	A	819	A	1535	A	-1006	A	-1159	A	465	A	417	A	673	A	779	A	857	A	-627	A	245	A	294	A
"Homeotic Protein A1, Class I, Alt. Splice 1"	HG3920-HT4521_s_at	352	A	677	A	453	A	349	A	420	A	594	P	377	A	960	M	32	A	451	A	1032	A	808	A	2103	P	1251	A	230	A	-36	A	1206	M	-32	A	1969	A	1692	A	295	A	565	A	112	A	415	A	482	A	694	P	471	P	353	A	224	A	862	A	959	A	1093	A	1025	A	2003	A	582	M	366	A	2538	A	1171	P	743	A	761	A	1452	A	1655	P
Surfacant Protein Sp-A2 Delta	HG3925-HT4195_at	46	A	40	A	187	A	146	A	105	A	128	A	71	A	-109	A	78	A	208	A	-47	A	202	A	568	A	360	P	205	A	-193	A	74	A	157	A	293	A	376	A	75	P	154	P	43	P	106	P	76	A	7	A	107	A	-11	A	39	A	270	P	449	P	426	A	567	P	121	A	0	A	-208	A	-298	A	166	P	252	A	17	A	274	A	186	P
Surfacant Protein Sp-A2 Delta	HG3925-HT4195_s_at	509	A	455	A	482	A	432	A	203	A	-419	A	582	A	910	A	298	A	619	A	-877	A	-994	A	-1458	A	-1204	A	-1130	A	389	A	-767	A	157	A	1275	A	-911	A	546	A	742	M	107	A	68	A	749	A	332	A	597	A	470	A	250	A	-290	A	-279	A	-586	A	1032	A	-2187	A	44	A	74	A	-1615	A	980	A	74	A	543	A	-1242	A	-1177	A
Surfacant Protein Sp-A1 Delta	HG3928-HT4198_at	-1006	A	578	A	-58	A	277	A	410	A	470	A	-3744	A	-1155	A	-204	A	-746	A	124	A	4212	A	3148	A	1505	A	332	A	535	A	342	A	647	A	2409	A	3449	A	-489	A	-1770	A	-180	A	-1513	A	-718	A	-320	A	-1283	A	-599	A	-1279	A	491	M	2009	A	3110	A	702	A	-827	A	62	A	-465	A	750	A	1147	A	-614	A	990	A	1359	A	-128	A
Surfacant Protein Sp-A1 Delta	HG3928-HT4198_s_at	-737	A	-594	A	-429	A	-310	A	-463	A	-776	A	-792	A	-1300	A	-480	A	-760	A	-1522	A	-1431	A	-1549	A	-1157	A	-1801	A	-677	A	-1080	A	-805	A	-1698	A	-1118	A	-542	A	-689	A	-565	A	-1241	A	-1009	A	-613	A	-716	A	-242	A	-269	A	-441	A	-1117	A	-1543	A	-1266	A	-2033	A	-819	A	-903	A	-1865	A	-1394	A	-1025	A	-1379	A	-1558	A	-2316	A
Landsteiner-Wiener Blood Group Glycoprotein (Lw) (Gb:L27671)	HG3954-HT4224_s_at	349	A	-87	A	-75	A	59	A	-276	A	-29	A	-271	A	389	A	-3	A	-165	A	54	A	-415	A	-760	A	-11	A	-1030	A	484	A	-652	A	206	A	-656	A	-695	A	60	A	584	A	164	A	-695	A	-589	A	306	A	-314	A	-146	A	480	A	1022	A	-151	A	-104	A	721	A	1100	A	-331	A	-101	A	-1365	A	-201	A	-326	A	-223	A	-390	A	-789	A
"GNAS1 Guanine nucleotide binding protein (G protein), alpha stimulating activity polypeptide 1"	X77588_s_at	880	P	491	M	545	P	538	P	625	A	821	P	629	P	1081	P	457	P	1134	A	554	A	295	A	-168	A	702	A	1779	P	812	A	1309	P	1504	P	645	A	-371	A	1533	P	2431	P	1803	P	1945	P	1961	P	819	P	1691	P	603	P	915	P	-205	A	2027	P	2339	A	496	A	798	A	1222	A	1184	P	-259	A	961	A	970	A	1411	P	11	A	1031	A
"Dystrophin-Associated Glycoprotein, 50 Kda, Alt. Splice 2"	HG4011-HT4804_s_at	747	A	191	A	594	A	1131	A	993	A	1976	A	1085	A	1212	A	385	A	1460	A	2496	A	1371	A	1530	A	2314	A	1343	A	495	A	364	A	528	A	-179	A	2899	A	837	A	608	A	854	A	-337	A	1340	A	828	A	669	A	315	A	412	A	1689	A	1815	A	2347	A	2099	A	-22	A	1411	A	-28	A	1654	A	1542	A	-1307	A	449	A	1178	A	1203	A
Transglutaminase	HG4020-HT4290_s_at	790	A	2391	A	1366	A	971	A	1337	A	1968	A	2222	A	2626	A	1122	A	2140	A	4212	A	7735	A	6532	A	3046	P	5957	A	1187	A	2081	A	1653	A	6294	A	4159	A	1111	A	805	A	1842	A	1677	A	1478	A	955	A	966	A	772	A	960	A	2035	A	2003	A	7644	A	5998	A	10198	A	1178	P	1207	A	6808	P	2983	A	1193	A	1930	A	5601	A	5504	A
Endogenous retrovirus type C oncovirus sequence	M74509_s_at	-266	A	2731	M	891	A	986	A	1750	A	1293	A	984	A	2576	A	291	A	952	A	2670	A	4561	P	2238	A	2208	A	1229	A	622	A	1264	A	1376	A	4134	A	2617	A	709	A	534	A	821	A	1232	A	986	A	737	A	452	A	530	A	561	A	-155	A	2046	A	5136	A	3901	A	3537	A	1030	A	682	A	3529	A	3269	A	1258	A	1955	A	834	A	1719	A
Transcription Factor Hbf-2	HG4063-HT4333_s_at	116	A	136	A	60	A	133	A	214	A	145	A	721	P	691	P	142	M	140	A	972	P	43	A	279	A	-94	A	104	A	491	P	659	P	625	P	-141	A	455	A	1363	P	56	A	149	A	98	A	117	A	91	A	26	A	82	A	98	P	130	A	394	A	80	A	262	A	545	A	215	A	227	A	182	A	122	A	128	A	568	P	379	A	308	A
Transcription Factor Lsf-Id	HG4094-HT4364_s_at	-142	A	509	P	250	P	365	P	333	P	617	P	385	P	1396	P	103	P	518	P	595	P	726	P	510	P	507	P	451	A	622	P	459	P	313	P	765	P	629	A	589	P	341	P	314	P	681	P	495	P	162	A	432	P	461	P	151	P	-115	A	473	P	96	A	561	P	752	M	53	A	330	P	586	A	645	P	99	A	627	P	350	A	594	P
"Adrenergic Receptor, Alpha 1b"	HG4099-HT4369_s_at	-453	A	-1350	A	-567	A	-344	A	-803	A	-577	A	-617	A	60	A	-419	A	-884	A	-1522	A	-1633	A	-1111	A	-507	A	-1437	A	-549	A	-1080	A	-329	A	-1741	A	-1344	A	-406	A	-323	A	-477	A	-872	A	-445	A	-524	A	-635	A	-80	A	-164	A	-295	A	-928	A	-184	A	-535	A	1218	A	-389	A	-504	A	-2327	A	-798	A	-183	A	-330	A	-169	A	-431	A
MAS1 MAS1 oncogene	M13150_s_at	44	A	139	A	57	A	22	A	-125	A	73	A	60	A	-230	A	112	A	-405	A	92	A	458	M	173	A	88	A	-225	A	-400	A	-9	A	-143	A	325	A	84	A	-51	A	-72	A	-32	A	-123	A	-199	A	11	A	-280	A	-69	A	41	A	-255	A	-151	A	-168	A	147	A	-745	A	-53	A	-103	A	173	A	269	A	84	A	171	A	175	A	-32	A
Olfactory Receptor Or17-219	HG4116-HT4386_s_at	-54	A	56	A	116	A	-12	A	-166	A	16	A	-39	A	-106	A	-37	A	-417	A	-279	A	-355	A	-616	A	-277	A	-1030	A	-480	A	-252	A	-277	A	-520	A	-653	A	-229	A	-117	A	-130	A	-164	A	-428	A	-62	A	-151	A	-128	A	-34	A	-170	A	-503	A	-112	A	-176	A	-794	A	-44	A	-74	A	-480	A	-381	A	-217	A	-302	A	-472	A	-451	A
Olfactory Receptor Or17-201	HG4113-HT4383_s_at	513	A	724	A	381	A	337	A	732	A	702	A	267	A	1038	A	53	A	832	A	383	A	1404	A	1862	A	1157	A	240	A	935	A	1062	A	495	A	879	A	1504	A	512	A	-44	A	56	A	760	A	304	A	172	A	322	A	297	A	319	A	310	A	1299	A	2500	A	1660	A	2102	A	403	A	93	A	1144	A	555	A	331	A	583	A	1155	A	1162	A
"Protein Kinase Pitslre, Alpha, Alt. Splice 2-1"	HG4120-HT4392_s_at	344	P	-21	A	119	A	448	P	-127	A	490	A	172	A	2020	P	152	A	-127	A	146	A	437	A	-48	A	495	A	-750	A	335	A	279	A	-119	A	293	A	192	A	219	P	301	P	244	A	323	A	-9	A	-11	A	459	P	211	A	197	P	-155	A	601	A	-1012	A	375	A	-679	A	-13	A	450	P	76	A	588	P	99	A	349	A	420	A	107	A
Zinc Finger Protein Hzf8	HG4155-HT4425_s_at	-80	A	-40	A	18	A	22	A	-2	A	6	A	-42	A	-7	A	-21	A	-26	A	-74	A	-207	A	-52	A	5	A	-12	A	-61	A	-49	A	-24	A	-173	A	-89	A	1	A	-26	A	-55	A	24	A	-66	A	-150	A	37	A	40	A	-20	A	-145	A	-285	A	-297	A	-314	A	-72	A	-179	A	-103	A	-461	A	-149	A	34	A	-213	A	-478	A	-317	A
Cathepsin B	HG417-HT417_s_at	4823	P	3094	P	1196	P	1829	P	1568	P	2268	P	2489	P	3484	P	1369	P	993	P	1917	P	12111	P	6647	P	4203	P	6589	P	11398	P	10092	P	15672	P	10022	P	2505	P	5651	P	13203	P	3772	P	12117	P	11435	P	14676	P	5458	P	6197	P	7204	P	1459	P	3405	P	2355	P	1945	P	1445	P	1048	P	10876	P	13425	P	7408	P	4810	P	1833	P	1126	P	11566	P
"GRIN1 Glutamate receptor, ionotropic, N-methyl D-aspartate 1"	L13266_s_at	-5	A	377	A	683	P	177	A	657	A	346	A	148	A	751	M	97	A	283	A	1296	A	633	A	1213	A	1765	P	-69	A	1103	A	488	A	143	A	586	A	4	A	10	A	204	A	23	A	270	A	387	A	-131	A	200	A	238	A	216	A	-150	A	4857	P	3215	A	2795	P	3406	P	-22	A	165	A	-1105	A	694	A	54	A	377	A	2089	P	-32	A
Urokinase-type plasminogen activator receptor gene extracted from Human urokinase-type plasminogen receptor	U09937_rna1_s_at	361	A	972	A	843	A	651	A	1002	A	1114	A	489	A	1612	A	823	A	1048	A	911	A	852	A	645	A	1009	A	1400	A	1511	A	1089	A	3720	P	775	A	-150	A	1018	A	757	A	337	A	676	A	1091	A	864	P	168	A	1785	P	326	A	1047	A	273	A	3247	A	2189	A	3767	A	237	A	694	M	3269	A	983	A	173	A	1004	A	163	A	457	A
GLUD1 Glutamate dehydrogenase	M20867_s_at	743	P	384	A	626	P	541	P	582	P	551	P	360	P	2062	P	460	P	842	P	1274	P	2513	P	5256	P	2078	P	1506	P	2327	P	1282	P	400	P	2360	P	1363	P	887	P	1507	P	1279	P	1970	P	1478	P	740	P	1098	P	1120	P	480	P	491	P	1451	P	956	A	1673	P	2492	P	228	A	485	P	-28	A	1602	P	252	P	632	P	787	P	999	P
Guanine Nucleotide-Binding Protein Rab5c-Like Protein	HG4264-HT4534_s_at	809	P	443	P	583	P	586	P	383	P	524	P	854	P	5068	P	197	P	773	P	963	P	2633	P	1800	P	2450	P	1841	P	1311	P	1546	P	1125	P	2235	P	1579	P	1423	P	1992	P	1291	P	2023	P	1579	P	1870	P	723	P	34	A	1187	P	1559	P	3843	P	418	M	769	P	1852	P	237	P	1395	P	384	P	814	P	64	A	667	P	326	M	1503	P
Lim-Domain Transcription Factor Lim-1	HG4318-HT4588_s_at	902	A	5120	P	889	P	4232	P	1330	P	1809	P	547	A	19810	P	496	A	4635	P	527	A	1699	A	1006	A	791	A	1633	A	498	A	753	A	170	A	987	A	770	A	141	A	213	A	856	P	484	A	298	A	64	A	425	A	632	M	165	A	737	A	1062	P	2692	A	1452	A	2463	A	551	A	438	A	-9	A	419	A	842	A	2578	P	1394	A	1302	A
Glycogenin	HG4334-HT4604_s_at	139	A	89	A	418	P	0	A	-132	A	60	A	155	P	588	P	297	P	29	A	148	P	3556	P	548	P	779	P	634	A	324	A	866	P	376	A	1161	P	220	A	570	P	3161	P	840	P	2377	P	881	P	946	P	802	P	861	P	2990	P	-75	A	528	A	-771	A	519	P	45	A	35	A	911	P	403	A	811	P	312	A	34	A	210	A	-122	A
"Immunoglobulin Recombination Signal Sequence Binding Protein, Alt. Splice 3"	HG4517-HT4920_s_at	161	P	14	A	309	P	279	P	132	A	450	P	120	P	457	P	188	P	141	P	286	A	240	A	-149	A	525	P	-195	A	-258	A	117	P	-366	A	607	P	164	A	751	P	581	P	33	A	286	P	35	A	237	P	201	P	17	A	150	P	-195	A	0	A	-972	A	44	A	-275	A	223	P	148	P	471	A	231	P	-89	A	344	P	-46	A	227	P
Dematin	HG4535-HT4940_s_at	785	M	1631	A	1250	A	603	A	1422	A	1385	P	990	A	2282	A	592	M	2179	P	1892	A	4457	P	4274	A	1629	P	3439	P	2414	P	2144	M	1380	P	2544	P	1842	P	1057	A	510	P	933	P	2231	A	1380	P	828	P	991	P	632	A	482	P	1293	P	4717	P	4943	P	3904	A	5954	P	1057	A	951	P	4991	P	3002	A	2209	P	893	A	4615	P	3575	A
SMA5 mRNA	U19251_s_at	53	A	-37	A	134	A	129	A	91	A	170	A	183	P	170	P	188	A	291	P	281	A	447	A	336	P	47	A	289	A	163	A	195	A	20	A	309	A	371	A	704	P	627	P	419	P	298	P	145	P	126	A	176	P	215	P	224	P	250	P	18	A	691	A	500	P	551	A	116	A	196	A	375	A	416	A	351	A	29	A	315	A	457	A
"Transcription Factor Mef2, Alt. Splice 2"	HG4668-HT5083_s_at	102	P	247	A	160	P	201	P	207	P	17	A	144	P	903	M	17	A	-211	P	414	M	579	A	678	P	448	A	-188	M	185	P	-270	A	530	P	455	P	296	A	122	M	989	P	339	P	-228	P	407	P	431	P	552	P	484	P	143	P	436	A	176	A	-337	A	1452	P	755	A	-335	A	-641	A	-1250	A	149	P	430	A	275	A	-1114	A	-1110	A
"RET Ret proto-oncogene (multiple endocrine neoplasia MEN2A, MEN2B and medullary thyroid carcinoma 1, Hirschsprung disease)"	M57464_s_at	147	A	179	A	187	A	29	A	118	A	231	A	122	A	545	A	106	A	236	A	349	M	409	A	693	A	336	A	218	A	138	A	396	P	129	A	727	P	296	A	151	A	176	A	108	A	319	A	222	A	213	A	147	A	107	A	41	A	180	A	352	A	1430	P	294	A	272	A	-31	A	188	A	682	P	525	A	198	A	203	A	507	A	880	P
Tumor Necrosis Factor Receptor 2 Associated Protein Trap3	HG4683-HT5108_s_at	129	A	115	A	322	A	36	A	-356	A	-24	A	-360	A	648	A	353	A	-453	A	193	A	-551	A	986	A	779	A	-118	A	670	P	-274	A	368	A	-2203	A	-639	A	166	A	1045	P	201	A	-29	A	606	P	395	A	196	A	228	A	270	P	591	A	188	A	273	A	-314	A	-1320	A	147	A	150	A	-346	A	-953	A	386	A	717	A	-332	A	-335	A
Spinal Muscular Atrophy 4	HG4755-HT5203_s_at	225	A	247	A	416	P	886	P	-410	A	667	P	201	A	783	P	275	P	-44	A	557	A	142	A	-476	A	454	A	-859	A	-2454	A	360	A	-842	A	401	A	601	A	-1491	A	776	P	-409	A	136	A	-27	A	538	P	233	A	261	P	170	A	-125	A	54	A	265	A	1122	P	-226	A	-40	A	12	A	115	A	1623	P	-430	A	880	A	221	A	352	P
"Oncogene Mll-Af4, Fusion Activated"	HG4757-HT5207_s_at	86	A	226	A	103	A	44	A	278	A	45	A	6	A	588	A	-64	A	-470	A	-31	A	103	A	182	A	897	A	-1154	A	-4439	A	-51	A	-421	A	271	A	347	A	-597	A	47	A	-316	A	-22	A	-494	A	88	A	-17	A	48	A	128	A	-1047	A	352	A	-538	A	461	A	-604	A	152	A	-35	A	326	A	1185	A	-138	A	143	A	437	A	2	A
PML Probable transcription factor PML {alternative products}	M79463_s_at	197	A	590	A	320	A	314	P	376	A	463	A	256	A	808	A	275	A	366	A	974	A	917	A	-33	A	619	A	170	A	426	A	299	A	1206	P	260	A	28	A	607	A	1017	P	607	A	996	P	973	A	706	P	309	A	588	A	465	P	506	A	333	A	675	A	942	A	446	A	318	A	1674	P	836	A	656	A	475	A	493	A	-542	A	61	A
Fusion protein mRNA	M82827_s_at	57	A	51	A	-14	A	-27	A	-392	A	-13	A	-42	A	102	A	-23	A	-73	A	142	A	169	A	-577	A	-94	A	-354	A	-1442	A	9	A	-441	A	-5	A	70	A	-354	A	-34	A	-115	A	57	A	-483	A	-69	A	19	A	-61	A	-78	A	-140	A	36	A	-434	A	25	A	-177	A	76	A	10	A	-269	A	111	A	9	A	62	A	-350	A	67	A
"Rhesus (Rh) Blood Group System Ce-Antigen, Alt. Splice 2, Rhvi"	HG627-HT5097_s_at	446	A	2882	A	1423	M	1614	A	1577	A	2574	A	1567	A	2410	A	965	A	2763	A	5254	A	7451	A	5087	A	4392	A	5035	A	1973	A	1555	A	2441	A	6359	A	5851	A	1263	A	1292	A	1478	A	612	A	1208	A	584	A	1486	A	822	A	546	A	1238	A	2562	A	418	A	4850	A	7360	A	1182	A	800	A	4443	A	2907	A	658	A	2503	A	2940	A	2710	A
"Rhesus (Rh) Blood Group System Ce-Antigenl, Alt. Splice 3, Rhviii"	HG627-HT5098_s_at	202	A	439	A	456	P	375	A	561	A	667	A	190	A	747	A	71	A	636	A	676	A	2021	P	1174	A	1021	P	666	P	444	A	542	A	637	P	1313	P	1588	A	225	A	99	A	134	A	339	A	286	A	256	A	170	A	244	A	149	A	516	A	1475	P	-635	A	1077	A	1303	A	-62	A	332	A	740	A	986	P	193	A	248	M	781	A	378	A
NKG2-A AND NKG2-B TYPE II INTEGRAL MEMBRANE PROTEINS	X54867_s_at	13	A	-21	A	9	A	-34	A	-41	A	-37	A	-74	A	109	A	48	A	64	A	570	A	-376	A	129	A	212	P	0	A	3827	P	99	A	40	A	184	A	333	P	29	A	3	A	37	A	-138	A	37	A	-100	A	-2	A	-26	A	-46	A	-5	A	-84	A	-96	A	141	A	118	A	192	A	163	A	-326	A	-166	A	34	A	86	A	0	A	3132	P
CBL Cas-Br-M (murine) ecotropic retroviral transforming sequence	X57110_s_at	12	A	554	M	138	A	129	A	219	A	139	A	172	A	294	P	64	A	-32	A	230	A	453	A	293	A	253	A	458	A	313	A	171	A	236	A	249	A	202	A	69	A	30	A	149	A	180	A	-98	A	198	A	165	A	124	A	85	M	165	A	273	A	56	A	535	A	252	A	197	A	49	A	750	A	201	A	455	A	401	A	636	A	670	A
"Alpha adducin mRNA, partial cds including alternate exons A and B"	L07261_s_at	407	P	370	P	386	P	224	P	-93	A	526	P	485	P	1669	P	213	P	610	P	947	P	803	P	885	P	944	P	495	A	320	A	704	P	149	A	1231	P	808	P	230	P	307	P	-63	A	1019	P	305	P	57	A	167	P	690	P	-9	A	-215	A	254	A	88	A	403	A	331	A	228	A	47	A	240	A	1002	P	0	A	578	A	280	A	378	A
"Adducin, Alpha Subunit, Alt. Splice 3"	HG651-HT5209_s_at	239	A	75	A	421	P	753	P	-755	A	-2	M	-20	A	2218	P	-138	A	333	A	-870	A	737	A	789	A	856	P	-693	A	808	A	-105	A	216	A	607	A	1024	P	382	P	459	P	2	A	873	P	142	A	98	A	-25	A	774	P	66	A	952	A	-121	A	136	A	-99	A	-998	A	-58	A	66	A	-1163	A	386	P	257	A	1260	A	-496	A	1407	A
"Erythrocyte adducin alpha subunit gene extracted from Human DNA sequence from cosmid L25A3, Huntington's Disease Region, chromosome 4p16.3 contains Human tetracycline transporter-like protein and erythrocyte adducin alpha subunit, multiple ESTs and a putative CpG island"	Z68280_cds2_s_at	1507	P	2523	P	2073	P	1859	P	961	P	2774	P	2458	P	4870	P	1124	P	3553	P	5719	P	5900	P	5530	P	5485	P	4574	P	2439	P	3585	P	2495	P	8367	P	4845	P	2605	P	2311	P	1203	P	4295	P	3151	P	704	A	1599	P	3202	P	744	P	-120	A	2373	P	2483	A	3337	P	3905	P	1093	A	959	P	1759	A	4021	P	1555	M	3218	P	3046	A	4890	P
Cytochrome P450 db1 variant a	X07618_s_at	241	A	651	A	248	A	448	A	335	A	587	A	93	A	662	A	37	A	713	A	306	A	1611	A	1232	A	1021	A	-646	A	-411	A	598	A	-836	A	1237	A	972	A	62	A	178	A	299	A	158	A	-220	A	100	A	238	A	438	A	214	A	40	A	327	A	1583	A	1199	A	-643	A	76	A	467	A	-298	A	653	A	648	A	148	A	75	A	614	A
"Placental Protein 14, Endometrial Alpha 2 Globulin, Alt. Splice 3"	HG721-HT4828_s_at	170	A	696	A	384	A	205	A	381	A	267	A	286	A	701	A	220	A	1107	A	800	A	513	A	587	A	495	A	-297	A	178	A	306	A	-184	A	1025	A	1339	M	474	A	440	A	340	A	643	A	241	A	261	A	603	A	201	A	158	A	35	A	388	A	924	A	1013	A	1481	A	67	A	645	A	634	A	751	A	213	A	722	A	822	A	498	A
"Placental Protein 14, Endometrial Alpha 2 Globulin, Alt. Splice 2"	HG721-HT4827_s_at	258	P	226	A	123	A	80	A	84	A	385	A	34	A	747	A	53	A	328	A	520	A	852	A	640	A	555	A	483	A	167	A	400	A	222	A	477	P	521	A	187	A	223	A	88	A	316	A	377	A	21	A	232	P	288	A	92	A	185	A	485	A	860	A	904	A	1014	A	31	A	310	A	932	A	386	P	188	A	516	A	519	A	719	A
"Adrenergic Receptor, Beta 1"	HG759-HT759_s_at	32	A	-212	A	-14	A	-18	A	-1109	A	-40	A	-27	A	-187	A	32	A	-1171	A	175	A	404	A	-548	A	295	A	-1159	A	-2625	A	-38	A	-726	A	189	A	-23	A	-1274	A	-188	A	-1217	A	-145	A	-1595	A	179	A	-190	A	-105	A	-115	A	60	A	103	P	739	A	221	A	-693	A	-389	A	-10	A	375	A	234	A	-782	A	109	A	186	A	29	A
Dna Excision Repair Protein Ercc6	HG855-HT855_s_at	18	A	25	A	0	A	42	A	-764	A	-24	A	24	A	223	A	76	A	-384	A	87	A	196	A	158	A	100	A	-1444	A	-779	A	189	A	-455	A	287	A	230	A	-582	A	144	A	-645	A	172	A	-567	A	50	A	127	A	82	A	9	A	-185	A	297	A	321	A	83	A	-144	A	-80	A	202	A	76	A	267	A	-416	A	-119	A	245	A	236	A
Transition Protein 2	HG862-HT862_s_at	-198	A	68	A	-318	A	-172	A	-525	A	-329	A	-268	A	-343	A	-291	A	-146	A	-1172	A	-1245	A	-1217	A	-82	A	-2	A	-790	A	-378	A	-453	A	-965	A	-1236	A	-354	A	-176	A	-333	A	185	A	-476	A	-263	A	-254	A	-286	A	-110	A	-506	A	-582	A	-1639	A	-702	A	-597	A	89	A	64	A	-836	A	-256	A	54	A	-530	A	-344	A	442	A
"Mucin 6, Gastric (Gb:L07517)"	HG880-HT880_at	-35	A	786	A	-187	A	-40	A	212	A	514	A	127	A	1740	P	-252	A	-212	A	236	A	4359	P	5554	P	1966	A	351	A	484	P	108	A	813	P	3190	P	2298	A	100	A	-951	A	-168	A	-199	M	-262	A	186	M	182	A	-399	A	-298	A	1037	P	2562	A	-1430	A	788	A	1658	A	-456	A	-351	M	4029	P	1100	A	292	A	-848	A	4014	P	410	A
"Mucin 6, Gastric (Gb:L07517)"	HG880-HT880_s_at	-242	A	-431	A	-327	A	-200	A	-417	A	-485	A	-370	A	-655	A	-217	A	-454	A	-1222	A	-737	A	-962	A	-1133	A	-1722	A	-680	A	-666	A	-536	A	-1003	A	-446	A	-348	A	-186	A	-262	A	-250	A	-455	A	-126	A	-240	A	-103	A	-195	A	-411	A	-400	A	-2684	A	-1077	A	-2578	A	-322	A	-130	A	-1625	A	-923	A	-465	A	-578	A	-268	A	-614	A
"Oncogene E6-Ap, Papillomavirus"	HG884-HT884_s_at	964	P	974	P	679	P	879	P	584	P	1262	P	523	P	2151	P	434	P	999	P	378	P	338	A	524	P	873	P	470	A	455	P	598	P	386	A	613	P	606	P	695	P	2020	P	958	P	781	P	824	P	435	P	841	P	34	A	726	P	556	P	722	P	876	A	923	P	1215	P	627	P	454	P	326	A	1062	P	-54	A	1066	P	151	A	509	M
CD70 CD70 antigen (CD27 ligand)	L08096_s_at	61	A	361	A	46	A	176	A	194	A	250	A	35	A	319	A	112	A	85	A	606	A	786	A	904	A	667	A	582	A	29	A	105	A	178	A	884	A	968	A	-104	A	205	A	-27	A	-15	A	-444	A	744	P	56	A	207	A	292	P	-145	A	212	A	739	A	625	A	1011	A	331	A	179	A	509	A	-29	A	54	A	-114	A	-711	A	-154	A
Dopamine Receptor D4	HG944-HT944_s_at	-980	A	-1503	A	-1150	A	-831	A	-1716	A	-1134	A	-1592	A	-3264	A	-1310	A	-1415	A	-2106	A	-3288	A	-2074	A	-2155	A	-1799	A	-1780	A	-2826	A	-1574	A	-4758	A	-2429	A	-1147	A	-697	A	-482	A	-1034	A	-895	A	-1104	A	-682	A	-1361	A	-623	A	-526	A	-2039	A	-4855	A	-2994	A	-2607	A	-994	A	-1497	A	-4019	A	-2264	A	-1357	A	-972	A	-1476	A	-2004	A
"Dopamine D4 receptor {exon 1} [human, brain tumor tissue, mRNA Partial Mutant, 386 nt]"	S76942_s_at	945	A	637	A	467	A	956	A	1173	A	2063	A	283	A	1010	A	629	A	1836	A	4170	A	2256	A	2151	A	2131	A	4946	A	1828	A	3114	A	617	A	3049	A	1715	A	1586	A	-28	A	1782	A	1161	A	2426	A	-9	A	823	A	198	A	522	A	681	A	1147	A	273	A	2330	A	1386	A	340	A	686	A	4289	A	863	A	-173	A	1506	A	-297	A	1739	A
Nucleic Acid-Binding Protein (Gb:L12693)	HG945-HT945_s_at	57	A	177	A	75	A	60	A	102	A	217	A	48	A	77	A	92	A	141	A	308	A	437	A	226	A	277	A	64	A	-40	A	211	M	0	A	412	A	390	A	46	A	82	P	21	A	138	A	74	A	71	A	44	A	80	P	23	A	10	A	273	A	8	A	294	A	154	A	85	A	109	A	1298	A	89	A	143	A	143	A	466	A	405	P
CEL Carboxyl ester lipase (bile salt-stimulated lipase)	X54457_s_at	-124	A	-502	A	-451	A	-182	A	-385	A	-371	A	-234	A	-503	A	-168	A	-353	A	-536	A	-726	A	-1107	A	-519	A	-1293	A	-742	A	-472	A	-368	A	-699	A	-761	A	-192	A	-184	A	-215	A	-231	A	-373	A	-349	A	-314	A	-157	A	-104	A	-185	A	-279	A	-3922	A	-888	A	-1014	A	-228	A	-190	A	-1067	A	-430	A	-505	A	-602	A	-974	A	-457	A
VASOACTIVE INTESTINAL POLYPEPTIDE RECEPTOR 1 PRECURSOR	X77777_s_at	-252	A	-550	A	-316	A	-423	A	-620	A	-512	A	-492	A	-893	A	-103	A	-740	A	31	A	49	A	-524	A	-188	A	-579	A	-626	A	112	A	-467	A	-976	A	-183	A	-309	A	-356	A	-373	A	-177	A	-598	A	-376	A	-304	A	-442	A	-291	A	-747	A	-200	A	-1454	A	-407	A	-1760	A	-237	A	-361	A	-1009	A	-416	A	-317	A	-709	A	-198	A	-437	A
